Machine Break : Load at Machine Break,40340,N
,,
Time,Extension,Load
(sec),(mm),(N)
96.45,16.0715,58871.72222
96.55,16.0882,58871.72222
96.65,16.105,58871.72222
96.75,16.1212,58871.72222
96.85,16.138,58871.72222
96.95,16.1547,58871.72222
97.05,16.1715,58844.88225
97.15,16.1882,58844.88225
97.25,16.205,58844.88225
97.35,16.2217,58844.88225
97.45,16.238,58844.88225
97.55,16.2547,58844.88225
97.65,16.2714,58844.88225
97.75,16.2882,58844.88225
97.85,16.3049,58844.88225
97.95,16.3217,58844.88225
98.05,16.3379,58818.03036
98.15,16.3547,58818.03036
98.25,16.3714,58818.03036
98.35,16.3881,58818.03036
98.45,16.4049,58818.03036
98.55,16.4216,58818.03036
98.65,16.4384,58818.03036
98.75,16.4546,58791.19039
98.85,16.4714,58791.19039
98.95,16.4881,58791.19039
99.05,16.5049,58791.19039
99.15,16.5216,58791.19039
99.25,16.5383,58791.19039
99.35,16.5546,58764.33849
99.45,16.5713,58764.33849
99.55,16.5881,58764.33849
99.65,16.6048,58764.33849
99.75,16.6216,58764.33849
99.85,16.6383,58764.33849
99.95,16.6551,58764.33849
100.05,16.6713,58737.49852
100.15,16.6881,58737.49852
100.25,16.7048,58737.49852
100.35,16.7215,58737.49852
100.45,16.7383,58737.49852
100.55,16.755,58737.49852
100.65,16.7713,58737.49852
100.75,16.788,58710.65259
100.85,16.8048,58710.65259
100.95,16.8215,58710.65259
101.05,16.8382,58710.65259
101.15,16.855,58683.81262
101.25,16.8717,58683.81262
101.35,16.888,58683.81262
101.45,16.9047,58683.81262
101.55,16.9215,58683.81262
101.65,16.9382,58683.81262
101.75,16.955,58656.96073
101.85,16.9717,58656.96073
101.95,16.988,58656.96073
102.05,17.0047,58656.96073
102.15,17.0214,58656.96073
102.25,17.0382,58630.12075
102.35,17.0549,58630.12075
102.45,17.0717,58630.12075
102.55,17.0884,58630.12075
102.65,17.1047,58603.26886
102.75,17.1214,58603.26886
102.85,17.1382,58603.26886
102.95,17.1549,58603.26886
103.05,17.1716,58603.26886
103.15,17.1884,58603.26886
103.25,17.2046,58576.42889
103.35,17.2214,58576.42889
103.45,17.2381,58576.42889
103.55,17.2549,58576.42889
103.65,17.2716,58549.58296
103.75,17.2883,58549.58296
103.85,17.3046,58549.58296
103.95,17.3214,58549.58296
104.05,17.3381,58522.73703
104.15,17.3548,58522.73703
104.25,17.3716,58522.73703
104.35,17.3883,58495.89109
104.45,17.4051,58495.89109
104.55,17.4213,58495.89109
104.65,17.4381,58495.89109
104.75,17.4548,58469.05112
104.85,17.4715,58469.05112
104.95,17.4883,58469.05112
105.05,17.505,58442.19923
105.15,17.5213,58442.19923
105.25,17.538,58442.19923
105.35001,17.5548,58415.34734
105.45001,17.5715,58415.34734
105.55001,17.5883,58415.34734
105.65001,17.605,58415.34734
105.75001,17.6217,58388.50737
105.85001,17.638,58388.50737
105.95001,17.6547,58388.50737
106.05001,17.6715,58361.66143
106.15001,17.6882,58361.66143
106.25001,17.705,58361.66143
106.35001,17.7217,58334.82146
106.45001,17.738,58334.82146
106.70001,17.7801,58307.96957
106.80001,17.7963,58307.96957
106.90001,17.8131,58281.1296
107.00001,17.8298,58281.1296
107.10001,17.8465,58281.1296
107.20001,17.8633,58254.27771
107.30001,17.88,58254.27771
107.40001,17.8963,58254.27771
107.50001,17.913,58227.43773
107.60001,17.9298,58227.43773
107.70001,17.9465,58200.5918
107.80001,17.9633,58200.5918
107.90001,17.98,58200.5918
108.00001,17.9967,58173.75183
108.10001,18.013,58173.75183
108.20001,18.0297,58146.89994
108.30001,18.0465,58146.89994
108.40001,18.0632,58146.89994
108.50001,18.08,58120.05997
108.60001,18.0967,58120.05997
108.70001,18.113,58120.05997
108.80001,18.1297,58093.20807
108.90001,18.1465,58066.3681
109.00001,18.1632,58066.3681
109.10001,18.1799,58039.52217
109.20001,18.1967,58039.52217
109.30001,18.2134,58039.52217
109.40001,18.2297,58012.6822
109.50001,18.2464,58012.6822
109.60001,18.2632,57985.83031
109.70001,18.2799,57985.83031
109.80001,18.2966,57958.97841
109.90001,18.3134,57958.97841
110.00001,18.3297,57932.13844
110.10001,18.3464,57905.29251
110.20001,18.3631,57905.29251
110.30001,18.3799,57905.29251
110.40001,18.3966,57878.45254
110.50001,18.4134,57851.60065
110.60001,18.4301,57851.60065
110.70001,18.4464,57824.76068
110.80001,18.4631,57824.76068
110.90001,18.4798,57824.76068
111.00001,18.4966,57797.90878
111.10001,18.5133,57771.06881
111.20001,18.5301,57771.06881
111.30001,18.5463,57744.22288
111.40001,18.5631,57717.38291
111.50001,18.5798,57717.38291
111.60001,18.5966,57690.53102
111.70001,18.6133,57690.53102
111.80001,18.63,57663.69104
111.90001,18.6468,57636.83915
112.00001,18.663,57636.83915
112.10001,18.6798,57609.99918
112.20001,18.6965,57583.14729
112.30001,18.7133,57583.14729
112.40001,18.73,57556.30732
112.50001,18.7467,57529.46138
112.60001,18.763,57529.46138
112.70001,18.7797,57502.60949
112.80001,18.7965,57475.76952
112.90001,18.8132,57475.76952
113.00001,18.83,57448.91763
113.10001,18.8467,57422.07766
113.20001,18.8635,57422.07766
113.30001,18.8797,57395.23172
113.40001,18.8965,57368.39175
113.50001,18.9132,57341.53986
113.60001,18.9299,57341.53986
113.70001,18.9467,57314.69989
113.80001,18.9634,57287.848
113.90001,18.9797,57287.848
114.00001,18.9964,57261.00802
114.10001,19.0132,57234.16209
114.20001,19.0299,57207.32212
114.30001,19.0467,57180.47023
114.40001,19.0634,57153.63026
114.50001,19.0797,57126.77836
114.60001,19.0964,57126.77836
114.70001,19.1131,57099.93839
114.80001,19.1299,57073.09246
114.90001,19.1466,57073.09246
115.00001,19.1634,57046.24057
115.10001,19.1801,57019.4006
115.20001,19.1964,56992.5487
115.30001,19.2131,56965.70873
115.40001,19.2298,56938.8628
115.50001,19.2466,56912.02283
115.60001,19.2633,56885.17094
115.70001,19.2801,56858.33097
115.80001,19.2963,56831.47907
115.90001,19.3131,56831.47907
116.00001,19.3298,56777.78721
116.10001,19.3466,56777.78721
116.20001,19.3633,56750.94724
116.30001,19.38,56724.10131
116.40001,19.3968,56697.26133
116.50001,19.413,56670.40944
116.60001,19.4298,56643.56947
116.70001,19.4465,56616.71758
116.95001,19.4881,56536.17978
117.05001,19.5049,56536.17978
117.15001,19.5216,56482.48792
117.25001,19.5384,56455.64795
117.35001,19.5551,56428.80201
117.45001,19.5714,56401.96204
117.55001,19.5881,56375.11015
117.65001,19.6049,56348.27018
117.75001,19.6216,56321.41829
117.85001,19.6383,56294.57831
117.95001,19.6551,56267.73238
118.05001,19.6713,56240.89241
118.15001,19.6881,56214.04052
118.25001,19.7048,56187.20055
118.35001,19.7216,56160.34865
118.45001,19.7383,56133.50272
118.55001,19.755,56079.81086
118.65001,19.7718,56052.97089
118.75001,19.788,56026.11899
118.85001,19.8048,55999.27902
118.95001,19.8215,55972.42713
119.05001,19.8383,55945.58716
119.15001,19.855,55918.74123
119.25001,19.8718,55865.04936
119.35001,19.888,55838.20939
119.45001,19.9048,55811.3575
119.55001,19.9215,55784.51753
119.65001,19.9382,55757.67159
119.75001,19.955,55703.97973
119.85001,19.9717,55677.12784
119.95001,19.9885,55650.28787
120.05001,20.0047,55623.44193
120.15001,20.0215,55596.60196
120.25001,20.0382,55542.9101
120.35001,20.055,55516.05821
120.45001,20.0717,55489.21824
120.55001,20.0884,55435.53233
120.65001,20.1047,55408.68044
120.75001,20.1214,55381.84047
120.85001,20.1382,55354.98857
120.95001,20.1549,55301.30267
121.05001,20.1717,55274.4627
121.15001,20.1884,55247.61081
121.25001,20.2051,55193.91894
121.35001,20.2214,55167.06705
121.45001,20.2381,55140.22708
121.55001,20.2549,55086.54118
121.65001,20.2716,55059.68928
121.75001,20.2884,55005.99742
121.85001,20.3051,54979.15745
121.95001,20.3214,54925.47154
122.05001,20.3381,54898.61965
122.15001,20.3549,54871.77968
122.25001,20.3716,54818.08782
122.35001,20.3883,54791.24188
122.45001,20.4051,54737.55002
122.55001,20.4218,54710.69813
122.65001,20.4381,54683.85816
122.75001,20.4548,54630.17225
122.85001,20.4716,54603.32036
122.95001,20.4883,54549.6285
123.05001,20.5051,54522.78852
123.15001,20.5218,54469.10262
123.25001,20.5381,54442.25073
123.35001,20.5548,54388.55886
123.45001,20.5715,54334.87296
123.55001,20.5883,54308.02107
123.65001,20.605,54281.1811
123.75001,20.6218,54227.48923
123.85001,20.6385,54173.79737
123.95001,20.6548,54146.95144
124.05001,20.6715,54093.25957
124.15001,20.6882,54066.4196
124.25001,20.705,54012.72774
124.35001,20.7217,53985.88181
124.45001,20.7385,53932.18994
124.55001,20.7547,53878.49808
124.65001,20.7715,53851.65215
124.75001,20.7882,53797.96028
124.85001,20.805,53744.26842
124.95001,20.8217,53717.42845
125.05001,20.8384,53663.74254
125.15001,20.8547,53610.05068
125.25001,20.8714,53583.19879
125.35001,20.8882,53529.51288
125.45001,20.9049,53475.82102
125.55001,20.9217,53422.12915
125.65001,20.9384,53395.27726
125.75001,20.9551,53341.59136
125.85001,20.9714,53287.89949
125.95001,20.9882,53261.05952
126.05001,21.0049,53207.36766
126.15001,21.0216,53153.68176
126.25001,21.0384,53099.98989
126.35001,21.0551,53046.29803
126.45001,21.0714,52992.61212
126.55001,21.0881,52965.76023
126.65001,21.1049,52912.06837
126.75001,21.1216,52858.38246
126.85001,21.1383,52804.6906
126.95001,21.1551,52750.99874
127.25001,21.2048,52616.76908
127.35001,21.2216,52563.07721
127.45001,21.2383,52509.39131
127.55001,21.2551,52455.69944
127.65001,21.2718,52402.00758
127.75001,21.2881,52348.32168
127.85001,21.3048,52294.62981
127.95001,21.3215,52240.93795
128.05001,21.3383,52187.25204
128.15001,21.355,52133.56018
128.25001,21.3718,52106.70829
128.35001,21.3885,52026.17049
128.45001,21.4048,51972.47863
128.55001,21.4215,51918.79272
128.65001,21.4383,51865.10086
128.75001,21.455,51811.409
128.85001,21.4717,51757.71713
128.95001,21.4885,51730.87716
129.05001,21.5047,51650.33937
129.15001,21.5215,51596.6475
129.25001,21.5382,51542.9616
129.35001,21.555,51489.26973
129.45001,21.5717,51408.73194
129.55001,21.5884,51381.89197
129.65001,21.6052,51301.34821
129.75001,21.6214,51247.66231
129.85001,21.6382,51193.97044
129.95001,21.6549,51140.27858
130.05001,21.6717,51086.59267
130.15001,21.6884,51032.90081
130.25001,21.7052,50952.35705
130.35001,21.7214,50898.67115
130.45001,21.7382,50844.97929
130.55001,21.7549,50791.28742
130.65001,21.7716,50737.60152
130.75001,21.7884,50657.05776
130.85001,21.8051,50603.37186
130.95001,21.8219,50549.67999
131.05001,21.8381,50469.14816
131.15001,21.8549,50415.46226
131.25001,21.8716,50361.77039
131.35001,21.8884,50281.2326
131.45001,21.9051,50227.54073
131.55001,21.9218,50173.84887
131.65001,21.9381,50093.31107
131.75001,21.9548,50039.61921
131.85001,21.9716,49985.93032
131.95001,21.9883,49905.40147
132.05001,22.0051,49851.7096
132.15001,22.0218,49771.16883
132.25001,22.0381,49717.47994
132.35001,22.0548,49636.93917
132.45001,22.0715,49583.25028
132.55001,22.0883,49529.5614
132.65001,22.105,49449.02956
132.75001,22.1218,49368.48879
132.85001,22.1385,49314.7999
132.95001,22.1548,49261.11102
133.05001,22.1715,49180.57024
133.15001,22.1883,49100.04139
133.25001,22.205,49046.34953
133.35001,22.2217,48965.80875
133.45001,22.2385,48885.27989
133.55001,22.2547,48831.57909
133.65001,22.2715,48751.05023
133.75001,22.2882,48697.36135
133.85001,22.305,48616.82057
133.95001,22.3217,48536.28874
134.05001,22.3385,48482.59985
134.15001,22.3552,48402.05908
134.25001,22.3715,48321.52128
134.35001,22.3882,48240.98945
134.45001,22.4049,48187.30056
134.55001,22.4217,48106.75979
134.65001,22.4384,48026.23093
134.75001,22.4552,47945.69016
134.85001,22.4714,47892.00127
134.95001,22.4882,47811.46049
135.05001,22.5049,47730.92866
135.15001,22.5216,47650.39086
135.25001,22.5384,47569.85903
135.35001,22.5551,47489.32123
135.45001,22.5719,47408.78046
135.55001,22.5881,47355.08859
135.65001,22.6049,47274.55974
135.75001,22.6216,47194.01896
135.85001,22.6384,47113.4901
135.95001,22.6551,47032.94933
136.05001,22.6718,46952.40855
136.15001,22.6881,46871.8797
136.25001,22.7048,46791.33892
136.35001,22.7216,46683.96115
136.45001,22.7383,46630.26929
136.55001,22.7551,46549.72851
136.65001,22.7718,46442.35075
136.75001,22.7885,46361.81891
136.85001,22.8048,46281.28111
136.95001,22.8216,46200.74928
137.05001,22.8383,46120.21148
137.15001,22.855,46039.67071
137.25001,22.8718,45959.13887
137.55001,22.9215,45690.69147
137.65001,22.9383,45610.15069
137.75001,22.955,45502.76995
137.85001,22.9717,45422.22917
137.95001,22.9885,45341.70032
138.05001,23.0052,45234.31957
138.15001,23.0215,45153.77879
138.25001,23.0382,45046.40102
138.35001,23.055,44965.86025
138.45001,23.0717,44885.33139
138.55001,23.0885,44777.95064
138.65001,23.1052,44697.40987
138.75001,23.1215,44590.02912
138.85001,23.1382,44509.49132
138.95001,23.1549,44402.11058
139.05001,23.1717,44321.57874
139.15001,23.1884,44214.18905
139.25001,23.2052,44106.81129
139.35001,23.2214,43999.43054
139.45001,23.2382,43905.46978
139.55001,23.2549,43811.50901
139.65001,23.2717,43704.13125
139.75001,23.2884,43610.17942
139.85001,23.3051,43516.21866
139.95001,23.3219,43408.84089
140.05001,23.3381,43301.45121
140.15001,23.3549,43194.07046
140.25001,23.3716,43100.1097
140.35001,23.3884,42992.72895
140.45001,23.4051,42885.35118
140.55001,23.4218,42777.97043
140.65001,23.4381,42670.58969
140.75001,23.4548,42563.20894
140.85001,23.4716,42455.83117
140.95001,23.4883,42348.45042
141.05001,23.5051,42241.06967
141.15001,23.5218,42120.26
141.25001,23.5386,42012.87925
141.35001,23.5548,41892.07852
141.45001,23.5716,41784.70075
141.55001,23.5883,41663.89108
141.65001,23.605,41556.51033
141.75001,23.6218,41435.7096
141.85001,23.6385,41314.89992
141.95001,23.6548,41194.09919
142.05001,23.6715,41073.28951
142.15001,23.6883,40952.48878
142.25001,23.705,40831.69103
142.35001,23.7218,40697.46137
142.45001,23.7385,40563.22873
142.55001,23.7552,40415.591
142.65001,23.7715,40200.82057
